0,1
不吃 草 的 毛驴 - - 青岛 是 中国 最早 拥有 自行车 的 城市,the DONKEY THAT DOES NOT EAT GRASS--Qingdao Was China &apos;s First City to Have Bicycles
不吃 东西 ， 食物 们 自己 明白 ， 唯一 能 幸免 于 他 拳头 的 地方 就是 他 的 胃里 。,Chuck Norris does not eat . food understands that the only safe haven from Chuck Norris &apos; fists is inside his own body .
不 吃饭 一族 有 空腹 血糖 水平 升高 而 胰岛素 反应 延迟 的 状况 ， 如果 他们 长期 坚持 ， 可能 会 导致 糖尿病 。,"the meal skippers had elevated fasting glucose levels and a delayed insulin response - conditions that , if they persisted long term , could lead to diabetes ."
不吃 腐败 变质 的 食物 ， 不 喝 生水 ， 生吃 瓜果 要 烫洗 ， 要 养成 饭前 便 后 洗手 的 良好习惯 。,"do not eat the food of putrefaction , do not drink unboiled water , eat melon and fruit raw to want scald , want nurturance anteprandial hind the good convention that wash one &apos;s hands ."
不吃 那些 品类 丰富 的 包装 食品 ， 就 更 少 地 增加 垃圾 。,eating foods that don &apos;t come with copious amounts of packaging saves from adding to landfill .
“ 不 吃晚饭 ？ ” 斯内 普说 ， 枯瘦 的 脸上 闪过 一个 得意 的 笑容 ，,"&quot; without any supper ? &quot; said Snape , a triumphant smile flickering across his gaunt face ."
不吃 早餐会 让 你 的 新陈代谢 失去平衡 ， 造成 你 长胖 或者 无精打采 。,"skipping meals throw your metabolism out of balance , causing you to gain fat and lose energy ."
不吃 早饭 ， 容易 导致 慢性病 ， 对 健康 有 损害 。,"do not eat breakfast , cause chronic disease easily , have infringement for health ."
不吃 主食 只 吃 副食 ， 暴走 一个 星期 ， 减肥 20 斤 。,"eat eat staple food staple , runaway for a week , 20 pounds weight loss ."
不 充分 的 水 元素 导致 一个 粘性 的 废物 处理 系统 ， 在 其中 毒素 增进 到 制造 疾病 的 点 。,inadequate water element leads to a sticky waste management system in which toxins build up to a point of creating disease .
不 充分 抑或 极 不 准确 的 信息 无疑 地 使得 做出 在 非洲 投资 的 明智 的 决策 的 进程 复杂 了 。,inadequate and / or wildly inaccurate information clearly complicates the process of making informed and intelligent investment decisions in Africa .
不 抽烟 ， 他 不 知道 离开 自己 深深 有罪 。,"do not smoke , he did not know leave for their own deeply guilty ."
不出 30 年 ， 《 星际 旅行 》 中 描述 的 全方位 旅行 将 成为 现实 。,in less than 30 years &apos; time the Star Trek holodeck will be a reality .
不出 40 分成 钟 ， 她 头上 不满 紧帖 头皮 的 小 卷发 ， 变得 活像 一个 逃学 的 小学生 （ student ） 。,"within forty minutes her head was covered with tiny , close lying curls that made her look wonderfully like a truant schoolboy ."
不出 40 分钟 ， 她 头上 不满 紧帖 头皮 的 小 卷发 ， 变得 活像 一个 逃学 的 小学生 。,"within forty minutes her head was coveded with tiny , closelying curls that made her look wonderfully like a truant schoolboy ."
不 出 长老 所 料 ： 戴泽 回来 了 ， 成为 了 一名 不世出 的 暗影 牧师 。,the elders intuition was prophetic : dazzle returned to his people as a Shadow Priest like none seen before .
不 出 大家 所 料 ， 泰德想 在 后院 饲养 白鼬 来 发财 的 荒诞不经 的 计划 以 惨败 告终 。,"as everyone expected , Ted &apos;s chimerical scheme to make a fortune by raising ermines in his backyard proved a dismal failure ."
不 出 几年 ， 他 发现自己 已 是 法国 国内外 在 新 音乐 方面 最 重要 的 作曲家 。,in a few years he found himself famous in France and abroad as the foremost composer of the new music .
不 出具 统一 制发 的 罚款 收据 的 ， 被 处罚 人 有权 拒绝 缴纳 罚款 。,"and if no such voucher is produced , the person penalized shall have the right to refuse to pay the fine ."
“ 不 出 两年 的 时间 ， 下一代 将 走上 舞台 。 ” 开复 说 。,"&quot; the next generation will come up in less than two years , &quot; he says ."
不 出门 就 可以 看病 ， 买 东西 ， 孩子 们 可 在家 通过 电脑 接受 教育 。,"do not go see a doctor will be able to buy things , the children can receive education at home through the computer ."
不出 您 所料 ， 我 的 女友 万分 痛恨 我 的 博客 名称 …,"as you might have guessed , my girlfriend simply HATES my blog title . . ."
不 出 四个 星期 ， 他们 就要 走 了 ， 她 希望 他们 一走 以后 ， 从此 平安无事 ， 使 她 不会 再 为 韦翰 受到 折磨 。,"in a fortnight they were to go , and once gone , she hoped there could be nothing more to plague her on his account ."
不 出 四十分钟 ， 她 的 头上 布满 了 紧贴 头皮 的 一 绺 绺 小 卷发 ， 使 她 活像 个 逃学 的 小男孩 。,"within forty minutes her head was covered with tiny , close @-@ lying curls that made her look wonderfully like a truant schoolboy ."
不出 四钟 ， 她 的 头上 布满 了 紧贴 头皮 的 一 绺 绺 小 卷发 ， 使 她 活像 个 逃学 的 小男孩 。,"within forty minutes her head was covered with tiny , close @-@ lying curls that made her look wonderfully like a truant schoolboy ."
不出所料 ， 83 % 的 飞机票 都 是 用 公司 卡 付费 的 ， 但是 用 公司 卡付 航空公司 收费 的 次数 却 只 占 19 % 。,"airfare , not surprisingly , was charged to company cards 83 % of the time , but airline fees only 19 % of the time ."
不出所料 ， 巴尔 将 作者 那种 随意 、 通俗 、 时而 略显 杂乱 的 风格 把握 得 恰到好处 。,"as expected , Barr captures the loose , colloquial , and occasionally anarchic flavor of the author &apos;s prose ."
不出所料 的 是 ， 他们 发现 了 后天 的 教育 以 经验 的 形式 占 了 很大 因素 。,"unsurprisingly they found that nurture , in the form of experience , counted for a lot ."
不出所料 的 是 ， 在 2008 年 2 月 当 人们 急于 获得 现金 时 ， 拍卖 开始 失灵 。,"sure enough , in February 2008 the auctions began to fail when there was a dash for cash ."
不出所料 地 ， 美联储 官员 否认 长期 实行 控制 通胀 和 维持 低利率 共存 的 做法 存在 矛盾 。,"not surprisingly , Fed officials denied there was an inconsistency between keeping inflation stable and rates low for a long time ."
不出所料 ， 第二天 她 手机 上 的 联系人 开始 受到 短信 。,"Lo and behold , the next day people on her phone &apos;s contact list began receiving text messages from her phone ."
不出所料 ， 高难度 字体 也 增加 了 人们 考虑 的 时间 ， 因为 辨认 选项 的 时间 变长 了 。,"not surprisingly , the hard @-@ to @-@ read font led to increased deliberation time , as people were forced to decipher their alternatives ."
不出所料 ， 谷歌 已经 在 网络 搜索 得益于 它 的 威力 ， 这块 部分 叫 Sparks 。,"unsurprisingly , Google has tapped its prowess in Web search for a section called Sparks ."
不出所料 ， 华尔街 各家 银行 正试图 充分利用 这种 部落 分歧 。,"unsurprisingly , Wall Street banks are now trying to exploit these tribal divisions to the full ."
不出所料 ， 杰拉尔 德 听见 笑声 大吃一惊 ， 但 随即 便 认出 了 她 ， 红润 的 脸上 堆满 了 边 讨好 边 挑战 的 神情 。,"as she had intended , Gerald was startled by the sound ; then he recognized her , and a look both sheepish and defiant came over his florid face ."
不出所料 ， 他 或许 也 是 秘书 灯塔 委员会 的 时间 。,perhaps unsurprisingly he was also the Secretary to the Lighthouse Commission at the time .
不出所料 ， 他 正在 处理 的 马 在 感受 到 其他 马匹 到来 时 很快 平静 了 下来 。,"as if on cue , the horse he was working with settled down when it sensed the other horse in the area ."
不出所料 ， 她 的 诽谤者 们 咒骂 她 是 一个 炒作者 、 一个 不要脸 的 人 、 一个 变态狂 。,"her detractors have , predictably , damned her as an attention @-@ seeker , a disgrace or a pervert"
不出所料 ， 同时 也 有 研究 表明 在 92 % 的 伊拉克 儿童 因为 害怕 而 患有 学习 障碍 。,"there was also a study done , that not surprisingly , 92 percent of the children in Iraq had learning impediments , due to a climate of fear ."
不出所料 ， 我 到 过 的 所有 世博 馆 看起来 都 拥有 一个 共同 的 主题 — — 对 科技 创新 的 推崇 。,"not surprisingly , all of the pavilions I visited seemed to have one thing in common -- admiration of technological innovation ."
不出所料 ， 在 短短的 三周 中 ， 我们 没有 发现 有关 西部 的 新 情况 。,"predictably , we did not uncover any new truths about the West in three short weeks ."
不出所料 ， 这句 话 一度 引来 了 嘲讽 ， 被 戏说 为 “ 让 他们 吃 ipad 吧 ” 。,"the remark , soon lampooned as &quot; Let them eat iP ads &quot; , predictably drew derision ."
不出所料 ， 这 两个 人 都 急切 地 想要 表明 ： 他们 时刻 都 在 保持警惕 ， 而且 提款机 网络 是 安全 的 。,"naturally , both men were keen to convey a sense that they are ever vigilant and that the cash machine network is safe ."
不出所料 ， 这 一切 使 人们 对 前景 光明 的 会谈 充满 怀疑 。,"unsurprisingly , all this only increased scepticism about the promised new round of talks ."
不出所料 ， 这一 提案 已经 成为 与 偏向 事物 按照 本来 的 方式 发展 的 金融公司 争论 的 根源 。,"unsurprisingly , this proposal has been a source of contention with financial firms who like things just the way they are ."
不出 他 所料 ， 他 碰见 斯坦纳 正 走 出来 ， 面色苍白 ， 精神恍惚 。,"here he was not surprised to meet Stener just coming out , looking very pale and distraught ."
不 出 研究 人员 的 意料 ， 这些 藻类 物种 在 接触 时 确实 会 释放 毒素 。,"true to the researchers &apos; suspicions , many of these algal species seemed to wield a poison touch ."
不 出 一个 礼拜 的 时间 ， 他 就 记住 了 所有 的 原子序数 、 原子量 和 熔点 。,"within a week he memorized all the atomic numbers , masses and melting points ."
不 出 一个月 ， 整个 西海岸 就 将 被 我们 控制 在手 。,"within a month , we &apos;ll have the whole west coast tied up in a nice ribbon ."
不出 一 小时 ， 安迪 的 微醺 变成 了 酩酊大醉 。,in less than an hour Andy &apos; s skate had turned to an icy yacht .
不 出 一周 ， 当地 电视台 记者 艾 丽萨 · 佳菲 采访 了 我 和 克丽丝 蒂 。,"within a week , Kristi and I were interviewed by local TV reporter Elisa Jaffe ."
不 出 一周 他 的 情况 每况愈下 ， 痛苦不堪 同时 又 陷入 服用 吗啡 的 恶习 。,"within a week his condition deteriorated , his pain became unbearable and he relapsed into morphine consumption ."
不 出 意料 ， 乔布斯 在 读完 三年级 之前 被 送 回家 两三次 。,"not surprisingly , he was sent home two or three times before he finished third grade ."
不 出 意料 ， 投票 人数 很少 ， 而且 大部分 竞选 都 针对 各国 问题 而 非 欧洲 问题 。,"turnout was expected to be low and most of the campaigning was on national , not European , issues ."
不 出 意料 ， 这些 神经元 对 食物 和 水 等 原始 的 奖赏 反应 。,"not surprisingly , these neurons respond to primitive rewards , such as food and water ."
不 出 意料 ， 这种 简单 的 独裁者 游戏 里 ， 几乎 所有人 都 拿走 全部 或者 接近 全部 的 钱 。,"as might be expected , in the simple version of the dictator game most people take most or all of the money ."
不出意外 的话 ， 随着 来自 股市 的 推动力 逐渐 减弱 ， 第三季度 的 GDP 增势 将会 减缓 。,it would be odd if that pace were not to abate in the third quarter as the impulse from stockbuilding fades .
不出意外 的话 ， 这 对 你 完成 目标 没有 什么 太 多 帮助 ； 最终 ， 你 只会 觉得 对 自己 完成 的 工作 有点 不 满意 。,"unsurprisingly , this doesn &apos;t do much for your motivation ; you end up feeling vaguely dissatisfied with what you &apos;ve done ."
不出意外 ， 谭 还有 帮助 他 的 志愿者 所作 的 努力 遭遇 来自 当地 批准 建造 那些 劣质 建筑 的 官员 的 阻力 。,"not surprisingly , the efforts of Tan and the volunteers helping him were met with resistance from the local officials who had approved those buildings ."
不出意外 ， 在 迪 莉娅 培根 的 怀疑论 出现 时 ， 莎士比亚 已 被 广泛 推崇 为 文学 之神 。,"it is no accident that by the time Delia Bacon entered the field , Shakespeare had become almost a god in the public imagination ."
不 出 重大 挫折 ， 克莱斯勒 的 消息 意味着 可以 摆脱 破产 的 月底 。,"barring any major setbacks , the news means Chrysler could be out of bankruptcy by month &apos;s end ."
不 ！ 除了 爸爸 和 艾伦 ， 我爱你 超过 爱 任何 活着 的 人 。,"no ! next to papa and Ellen , I love you better than anybody living ."
不 ！ 除了 各自 的 拥护者 偶尔 激烈 的 争论 以外 ， * BSD 的 开发者 仍旧 在 彼此 合作 的 工作 着 。,"no . while occasional advocacy may get a touch heated , the * BSD flavors continue to work with one another ."
不 处理 ， 在 某种意义 上 被窃 电力 ， 也 可 用于 战术 ， 在 诉讼 的 任何 阶段 。,"no deal , in the sense of walkaway power , can also be used tactically at any stage of the proceedings ."
不 穿 唇 光泽 ， 因为 这 往往 使 亲吻 太 胶粘剂 。,don &apos;t wear lip gloss because that tends to make the kiss too gooey .
不 穿 紧身 兜裆裤 ， 内裤 更 须 宽松 、 透气 ， 并 以 棉制品 为宜 。,"do not wear tight @-@ fitting crotch pocket pants , shorts are more to be loose , breathable , and cotton products is appropriate ."
不 穿 突出 服装 和 昂贵 的 首饰 ， 不要 进行 过 多数 目的 现金 。,do not wear conspicuous clothing and expensive jewelry and do not carry excessive amounts of cash .
不 穿 鲜亮 的 服装 或者 佩戴 珠宝首饰 ， 因为 色彩 和 光亮 物件 对 鲨鱼 很 有 吸引力 。,do not wear bright clothing or jewellery because sharks are attracted to colours and shiny objects .
不纯性 房颤 和 不 纯性 房扑 与 左右 心房 扩大 的 关系,relationship between impure atrial fibrillation and impure atrial flutter and the enlargement of the left and right atriums
不 纯正 不 作为 犯 和 纯正 不 作为 犯 都 是 对 刑法 命令 规范 的 违反 。,pure inactive commitments violate the commanding items . pure and impure inactive commitments both violate the commanding regulations .
不 纯正 不 作为 共犯 是 不 纯正 不 作为 犯 与 共同犯罪 相竟 合 的 犯罪 形态 ， 在 国内 系统 研究 的 为数不多 。,"impure is pure as an accomplice , and common crime are not as committed to competing forms of crime together , the few in the domestic system ."
不 纯正 不 作为 所 构成 的 犯罪 也 可以 由 作为 的 方式 构成 ；,impure omission of crime can also be posed as a way by the composition ;
不辞辛劳 ， 为 他 服务 ， 用 我 一生 伺候 他 。,"proud to work for him , they bow to his whim , love serving him ."
不 从 安全 的 角度 考虑 ， 夏天 夜游 湘江 还是 一件 很 惬意 的 事 。,"without taking safety into consideration , it would be very challenging and pleasant to swim in the Xiangjiang River in Summer evenings ."
不 从 一个 领导品牌 那里 获得 一些 帮助 是 愚蠢 的 ， 对于 排名 第二 的 品牌 来说 ， 超越 领导品牌 极为 困难 。,"without some help from a leader brand that does something stupid , it &apos;s exceptionally difficult for a No. 2 brand to overtake a leader ."
不 凑巧 ， 很多 商店 ， 酒吧 ， 大部分 的 游泳池 关门 ， 英语 电影 的 电影院 也 关门 了 。,"unluckily many shops , bars , the great part of swimming pools are also closed , and the english movie theatre too ."
不 存在 错误 的 样式 ， 只有 好 与 坏 以及 介于 两者之间 的 样式 ， 这是 可以 论证 的 。,"arguably , there is no such thing as wrong style , only a continuum between the good and the bad ."
不 存在 将 连接 保持 在 定制 代码 中 的 现成 的 方法 。,there was no obvious way of keeping the connection persistent within custom code .
不 存在 没有 风险 的 药品 ， 所有 药物 都 有 副作用 ， 有些 副作用 可能 具有 致命性 。,"no drug is without risk and all medicines have side effects , some of which can be fatal ."
不 存在 深入 了解 消息 产品 并 将 该 技能 应用 于 您 的 特定 环境 的 捷径 。,there is no shortcut to knowing the messaging products at a deep level and applying that skill to your specific environment .
不 存在 一个 等待 人类 发现 的 新世界 ， 不 存在 遥远 彼岸 等待 他们 的 救赎 。,"there was no New World to populate , no redemption awaiting mankind on distant shores ."
不 存在 异花 授粉 的 危险 ， 因为 茄子 是 自花授粉 的 作物 。,there was no danger of cross @-@ pollination because the eggplant is a self @-@ pollinated crop .
不 存在 有关 如何 安排 语言 元素 或 如何 解释 这些 元素 的 歧义 性 。,there is no ambiguity about how to arrange the language elements or how to interpret them .
不错 啊 ， 老家伙 。 老家伙 ？ 如果 你 不 赶快 回到 汽车 人 堡垒 ， 你 就 永远 也 成不了 老家伙 了 。,"huh , not bad for an old @-@ timer . &quot; old @-@ timer &quot; ? that &apos;s something you &apos;ll never be if you don &apos;t get back to the city ."
不错 啊 ， 去年 神七 的 精彩画面 我 很 难忘 。,"yeah , the television scene of Shenzhou VII spaceship impressed me a lot ."
不错 ， 不错 ， 我 知道 你 是 一个 好 儿子 。 那么 去 吧 ， 去 看 你 的 父亲 去 吧 。,"yes , yes , I know how good a son you are , so now hasten away to see your father ."
不错 ， 吃 烹熟 的 猪肉 并 不会 感染 猪 流感 ， 而且 猪 流感 现在 已经 开始 在 人际 间 传播 。,"it &apos;s true that you can &apos;t get swine flu from eating cooked pork , and the disease is now passing from human to human ."
不错 ， 单单 从 本周 伦敦 大批 婴儿 早产 的 事件 中 就 可以 看出 ， 这种 可以 抵抗 抗生素 的 细菌 对 人类 是 一种 重大 威胁 。,"yes , antibiotic @-@ resistant bacteria are a threat , as this week &apos;s news of an outbreak among premature infants in London reminds us ."
不错 ， 但 地点 应该 是 在 家里 ， 这种 惩罚 理应 在 家里 实施 。,"I deserved a whipping , all right , but I was getting it at home , where it should have been administered ."
不错 ， 但 他们 找到 了 一具 尸体 ， 奎斯 奈尔 将军 被害 了 ， 而 在 世界 各国 ， 他们 都 称 那 是 一次 谋杀 。,"yes , but they have found a corpse ; the general has been killed , and in all countries they call that a murder ."
不错 。 但 我 还是 没有 记住 他 的 名字 ， 我 很 健忘 。,yeah . but I still cannot remember his name . I &apos;ve got a head like a sieve .
不错 ， 当年 纽约 宇宙 队 （ Cosmos ） 引进 贝利 （ Pele ） 时 ， 美国 人 曾 对 足球 向往 一时 。,"sure , North Americans have momentarily thirsted for soccer , as when they imported Pele to play for the New York Cosmos ."
不错 的 点餐 之选 ： 烤 土豆 和 牛肝菌 煎蛋卷 ； 辛香 青口 汤 ； 鸭 肉酱 意大利 面 ， 醋汁 炖 鸡肉 ； 清爽 干酪 配 醋栗 和 接骨木 花 。,"what will still look great on the menu : baked potato and porcini omelette ; spiced mussel soup ; pasta with duck ragu , braised chicken in vinegar sauce ; fromage frais with gooseberries and elderflower ."
不错 的 动作游戏 ， 游戏 模式 类似 于 战斧 ， 主人公 手持 雪亮 的 利剑 ， 将 拦路 的 骷髅兵 化为 齑粉 。,"a good action game , game mode similar to the Tomahawk , the hero armed with sharp sword , the skeleton soldiers blocking his way into Jifen ."
不错 ， 的确 是 有 一些 新 生活 的 迹象 ： 有 行驶 的 有轨电车 ； 有 一家 体育 酒吧 和 烧烤店 ， 但 它们 只能 算是 荒废 都市 总体 面貌 中 的 些微 点缀 而已 。,"in truth , there are some signs of renewed life : an operating trolley , a sports bar and grill ; but these are mere gestures in the face of an urban desolation that largely obtains ."
不错 的 休闲 益智 游戏 ， 只要 把 珠吐到 相同 颜色 的 龙珠 上 ， 连成 3 个 就 能 对 消 。,"it is true leisure puzzle games , as long as the beads spit to the same color of Pearl , the three will be able to connect cancellation ."
不错 的 一款 动作 过关 游戏 ， 美中不足 的 是 俄语 版 的 ， 推荐 。,"a pass good action game , fly in the ointment is that the Russian version of that recommendation ."
不错 的 一款 摩托车 技巧 手游 ， 游戏 画面 清晰 流畅 ， 操作 简单 ， 容易 上 手 ， 极力推荐 。,"good hand skills of a motorcycle tour , games smooth and clear picture quality , simple operation , easy to use , highly recommended ."
不错 的 一款 休闲游戏 ， 游戏 画面 清晰 流畅 ， 操作 简单 ， 容易 上 手 ， 极力推荐 。,"a good casual games , games smooth and clear picture quality , simple operation , easy to use , highly recommended ."
不错 的 一款 益智 休闲游戏 ， 游戏 画面 清晰 流畅 ， 操作 简单 ， 容易 上 手 ， 推荐 。,"a good casual puzzle games , a clear picture of the game smooth , easy , easy to use , highly recommended ."
不错 ， 对于 你 这样 一个 被 雇来 解决 不安分 议员 的 小 杀手 来说 ， 王朝 的确 坚不可摧 。,"you &apos;re right , the Dynasty is untouchable as long as you &apos;re just a man ; a scabby little assassin hired to kill overweight Senators ."
不错 ， 对于 食物 和 石油价格 激增 的 解释 — — 全球 需求 超过 全球 供给 的 增长 — — 在 这场 危机 之前 的 三四年 间 已 清晰可见 。,"yes , the explanation for the explosion in food and oil prices - global demand exceeding the growth in global supplies - was apparent in the three or four years that preceded this crisis ."
不错 ， 多 读书 ， 增长 了 课外 知识 ， 可以 让 你 感到 浑身 充满 了 一股 力量 。,"yes , more reading , an increase of extra @-@ curricular knowledge , allowing you to feel myself full of a force ."
不错 ， ' 防水 ' ， 外壳 可能 是 有用 的 如果 你 是 睡 在 一个 滴水 雪窟 。,"yes , a &apos; water @-@ proof &apos; outer shell may be useful if you are sleeping in a dripping snow cave ."
不错 ， 工作 勤恳 。 你 知道 大家 都 喜欢 工作 努力 的 人 。,"good , he is industrious . you know everyone likes the one who works ."
不错 。 狗肉 和 鱼翅 应该 在 全球 禁止 。 耶稣 啊 ， 请 快点 回来 拯救 被 那些 野蛮 人 威胁 的 万物 吧 。,"Jesus , please come back quickly and save the creation world from the barbaric cruel vicious mankind ."
不错 ， 还 应该 包括 那些 向 太平洋 天然气 与 电力公司 的 电站 大坝 浇铸 水泥 的 人 ！ 因为 ， 正是 这些 发电站 向 工厂 供应 了 电力 。,"yes , and included are the men who poured the concrete for the dam of a Pacific Gas &amp; amp ; Electric Company hydroplant which supplies the mill &apos;s power !"
“ 不错 — — 和 那 差不多 ， ” 她 低声 说 。 “ 你 家里 的 人会 瞧不起 我 的 。 ”,"&apos;yes - something like that , &apos; murmured she . &apos; your friends would scorn me . &apos;"
不错 ， 和 她 只是 一个 懒惰 的 小女孩 睡 了 大约 18 个 小时 。,"right , and she was just a lazy little girl for slept about 18 hours a day ."
不错 ， 荷马 给 我们 提供 了 好几个 名字 来 称呼 他们 ， 但是 有 三个 名字 最 显眼 。,"well , Homer gives us several names for them , but three stick out for me ."
不错 。 价格 呢 ？ 她 有没有 告诉 你 她 的 朋友 要 卖 多少 钱 ？,that &apos;s not bad . what about the price ? did she tell you how much her friend wants for the car ?
不错 ， 可是 谁 愿意 告诉 他 ， 说 她 不行 呢 ？ — 谁 愿意 为 大家 去 冒险 呢 ？ 我们 中间 有 一些 人 知道 他 的 拳头 很 厉害 。,"yes , but who &apos;ll tell him she &apos;s no good @-@ who &apos;ll bell the cat ? some of us know he &apos;s got a bunch of fives ."
不错 ； 可是 最有 趣味 的 还是 研究 复杂 的 性格 。 至少 这样 的 性格 有 研究 的 价值 。,yes ; but intricate characters are the most amusing . they have at least that advantage .
“ 不错 ， 可 这 和 艺术 有 什么 关系 呢 ？ ” 另外 一个 人 说 。,"&quot; yeah , &quot; someone else said , &quot; but what does it have to do with art ? &quot; &quot; AHA ! &quot; Langdon said ."
不错 嘛 ， 我 女儿 和 女婿 也 准备 买房 了 ， 犹豫 着 是 选爵 世 281 好 呢 ， 还是 泊岸 森邻 好 。,"yes the better , my daughter and son @-@ in @-@ law is ready to buy , the city is hesitant to 281 ? who , or berthing good @-@ neighborhood ."
不错 ， 面对 挫折 ， 我们 不 应 逃避 ， 战胜 他 ， 阳光 会 更 灿烂 。,"good success on the road , the face of setbacks , we should not evade and defeat him , the sun is more brilliant ."
不错 ， 面试 中 充满 了 令人 窘迫 的 陷阱 ， 不过 招聘 经理 可比 你 想象 的 要 宽容 。,"true , job interviews are rife with opportunities for you to embarrass yourself , but hiring managers are more forgiving than you might think ."
不错 ， 目前 全球 经济 基本面 状况 看上去 的确 相当 健康 。,"yes , it is true that fundamental economic conditions around the world do seem to be pretty healthy right now ."
不错 ， 目前 尚 没有 任何 的 验证 规则 强制 这种 “ 无 空白 ” 的 要求 ， 但 我们 可以 很 轻松 地 添加 一个 这样 的 规则 来 强制 URI 遵从 这一 要求 （ 参见 参考资料 ） 。,"admittedly , no validation rule currently enforces this &quot; no space &quot; rule , but you could easily add one to ensure compliance ( see Resources ) ."
不错 ， 那天 早晨 很 冷 ， 寒气 袭人 ， 能 经得起 这个 考验 的 ， 一千个 女人 里头 还 找 不到 一个 。,"it had been a frosty morning , to be sure , a sharp frost , which hardly one woman in a thousand could stand the test of ."
不错 ， 你 猜 到 了 ， 一场 紧张 兮兮 的 几乎 没人能 听 清楚 的 演讲 ， 当然 也 不会 打动 任何人 。,"yes , you guessed it , a quiet nervous presentation that hardly anyone can hear and that impresses no @-@ one ."
不错 你 就 只会 开花 不会 干 别的 ， 那 就让 榛子 树去 结果 吧 ， 让 牛羊 去 挤奶 啊 ， 他们 都 有 要 做 的 事 ， 我 只 做 我 自己 。,"for my part , you may go on bearing roses ; you cannot do anything else . let the hazel bush bear nuts , and the cows and sheep give milk ; they have each their public ."
不错 ， 人生 寂寞 难 捱 ， 光阴 如流 似箭 ， 外加 世俗 流言 相迫 ， 我们 都 不 愿意 一个 人 孤独 地老去 。,"granted , loneness is hard and time flies like an arrow , in addition to the sear of gossips , no one is willing to age lonely ."
不错 ， 如果 你 能 找到 一种 庞大 的 能够 自动 调节 温度 的 仪器 来 改变 地球 的 气候变化 就 好 了 。,"hey wonderful , let us know if you find that huge thermostat that turns the earth &apos;s climate up and down ."
不错 ， 桑德拉 布拉克 ， 电影明星 ， 她 在 和 设计师 解读 主人公 着装 的 那些 最 细微 之 处 。,"that &apos;s right , Sandra Bullock , the star of the movie , was parsing the tiniest details of her character &apos;s costume with the designer ."
不错 ， 上次 你 也 是 这么 说 的 ， 可 我 似乎 想 起来 了 ， 你 喜欢 在 充气 的 游艇 上 晒太阳 。,"Amanda : well , that &apos;s what you said last time , but I seem to recall you loved basking on the inflatable raft I packed ."
不错 ， 失业率 比大 萧条 期间 最低谷 时 吓死人 的 25 % 有所 下降 ， 但 仍然 处在 14 % 多 的 惊人 位置 。,"yes , unemployment was down from the horrifying 25 % levels of the worst of the Depression , but it was still horrendous at more than 14 % ."
不错 ， 使用 许可 营销 的 时候 ， 你 需要 谦虚谨慎 ， 耐心 有加 。,"if it sounds like you need humility and patience to do permission marketing , you &apos;re right ."
不错 ， 是 相当 昂贵 的 鱼 相比 其他 肉类 ， 但 没有 一个 健康 的 饮食习惯 打破 银行 。,"yes , fish is fairly expensive when compared to other meats , but a healthier diet doesn &apos;t have to break the bank ."
不错 ， 书架上 有些 书 不是 我 的 朋友 ， 我 没有 读完 甚至 压根 就 没读 过 ， 但 有朝一日 我会 读 — — 我 的 家庭 图书馆 是 矛盾 心理 的 有形 体现 。,"there are books on my shelves that aren &apos;t my friends , that I haven &apos;t finished or even started , but someday I will , I promise - my home library is a physical manifestation of ambivalence ."
不错 ， 他们 的 估值 也 到 了 泡沫 的 水平 ， 不过 至少 他们 的 背后 有着 更加 坚实 的 业务 。,"yes , their valuations reached frothy levels , too , but at least there was a more solid business behind them ."
不错 。 他们 因为 不 信 ， 所以 被 折下来 。,"well ; because of unbelief they were broken off , and thou standest by faith ."
不错 ， 他 是 比较 瘦 。 但 毋庸置疑 ， 一些 有意无意 的 种族 偏见 使得 他 被 低估 。,"yes , he was scrawny , but don &apos;t doubt that a little racial profiling , intentional or otherwise , contributed to his underrecruitment ."
不错 ， 他 是 做 过 很 可怕 的 事 ， 但是 他 已经 因此 二 受到 惩罚 ， 而且 现在 他 也 愿意 为此 作出 补偿 。,"surely he did terrible thing , but he has paid the price , and now he wants to make amends for what he has done ."
不错 ， 他 有些 分析 问题 的 天才 ， 但 决不 是 爱伦 · 坡 想象 中 的 非凡 人物 。,"he had some analytical genius , no doubt ; but he was by no means such a phenomenon as Poe appeared to imagine ."
不错 ， 她 不是 他 心目 中 所有 的 那个 一清二白 的 姑娘 ， 可是 正 因为 这个 ， 她 才 更 可怜 ， 更能 帮助 他 。,"true , she was not the pure and spotless maiden of his dreams , but it was precisely this that made her more pitiful and able to help him ."
不错 ， 她 是 做 过 很 可怕 的 事 ， 但 她 已 因此 而 受到 了 惩罚 ， 而且 现在 她 也 愿意 为此 作出 补偿 。,"yes , she did terrible things , but she has been punished , and now she is ready to make compensation ."
不错 ， 她 在 店里 显得 很 顺从 ， 很 甜美 。 可是 这些 女孩 大多数 在 私下里 都 跟 在 外面 是 完全 相反 的 。,"yes , she was submissive and sweet at the store , but most of these girls are the opposite , privately , of what they are in public ."
不错 ， 她 在 音乐 的 外部 表现 上 无疑 操练 有 素 ， 可 对 音乐 的 内在 精神 她 却 把 捉 不住 。,"yes , she &apos;s undoubtedly gymnastic in the externals of music , but the intrinsic spirit of music is unguessed by her ."
